order_id,customer_id,order_date,order_amount,payment_method,order_status
3645,3481,2022-04-24,168.38,crypto,completed
3646,2213,2022-04-24,33.52,debit_card,completed
3647,295,2022-04-24,41.06,debit_card,completed
3648,1694,2022-04-24,38.11,credit_card,completed
3649,1494,2022-04-24,39.98,debit_card,completed
3650,920,2022-04-24,61.92,credit_card,completed
3651,3761,2022-04-24,198.75,credit_card,completed
3652,2239,2022-04-24,48.25,credit_card,canceled
3653,2610,2022-04-24,95.92,debit_card,completed
3654,295,2022-04-24,72.08,credit_card,completed
3655,2517,2022-04-24,57.74,credit_card,completed
3656,4210,2022-04-24,25.14,credit_card,completed
3657,1427,2022-04-25,60.29,debit_card,completed
3658,2997,2022-04-25,211.24,debit_card,completed
3659,2517,2022-04-25,32.57,credit_card,completed
3660,3783,2022-04-25,31.28,credit_card,refunded
3661,2997,2022-04-25,78.49,debit_card,completed
3662,4498,2022-04-25,18.91,paypal,completed
3663,1482,2022-04-25,134.02,paypal,completed
3664,4498,2022-04-25,101.11,credit_card,completed
3665,4435,2022-04-25,82.33,paypal,completed
3666,4390,2022-04-25,105.16,debit_card,completed
3667,3745,2022-04-25,116.12,paypal,completed
3668,2251,2022-04-25,138.01,paypal,completed
3669,3329,2022-04-25,142.81,credit_card,completed
3670,791,2022-04-26,72.39,credit_card,completed
3671,1120,2022-04-26,44.32,debit_card,canceled
3672,2339,2022-04-26,29.23,credit_card,completed
3673,802,2022-04-26,28.12,debit_card,completed
3674,2744,2022-04-26,20.91,debit_card,canceled
3675,4868,2022-04-26,28.68,paypal,canceled
3676,223,2022-04-26,48.61,debit_card,refunded
3677,4857,2022-04-26,37.2,credit_card,completed
3678,477,2022-04-26,86.42,credit_card,completed
3679,4885,2022-04-26,127.24,credit_card,completed
3680,2309,2022-04-26,17.6,credit_card,completed
3681,1735,2022-04-27,93.72,credit_card,canceled
3682,4801,2022-04-27,119.07,credit_card,completed
3683,3870,2022-04-27,86.39,credit_card,completed
3684,1536,2022-04-27,65.12,credit_card,completed
3685,1259,2022-04-27,114.68,credit_card,completed
3686,4997,2022-04-28,43.81,credit_card,completed
3687,4100,2022-04-28,40.61,credit_card,completed
3688,1074,2022-04-28,83.01,credit_card,completed
3689,1724,2022-04-28,33.36,credit_card,completed
3690,4903,2022-04-28,46.73,credit_card,canceled
3691,4379,2022-04-28,109.2,credit_card,completed
3692,2309,2022-04-28,32.7,crypto,completed
3693,180,2022-04-28,106.37,paypal,completed
3694,2704,2022-04-28,105.8,credit_card,completed
3695,1735,2022-04-29,47.76,credit_card,completed
3696,2412,2022-04-29,272.99,bank_transfer,completed
3697,1814,2022-04-29,129.24,credit_card,completed
3698,3175,2022-04-29,47.07,debit_card,completed
3699,2602,2022-04-29,22.15,credit_card,completed
3700,3510,2022-04-29,70.08,bank_transfer,completed
3701,30,2022-04-29,59.12,credit_card,completed
3702,5,2022-04-29,62.02,credit_card,canceled
3703,4564,2022-04-29,25.29,debit_card,completed
3704,334,2022-04-29,51.96,debit_card,refunded
3705,3960,2022-04-29,233.86,debit_card,completed
3706,3838,2022-04-29,36.46,paypal,completed
3707,4136,2022-04-30,90.58,credit_card,completed
3708,3954,2022-04-30,196.52,paypal,completed
3709,2402,2022-04-30,216.0,credit_card,completed
3710,2587,2022-04-30,52.36,credit_card,refunded
3711,4435,2022-04-30,16.86,credit_card,completed
3712,1127,2022-04-30,20.59,credit_card,completed
3713,2081,2022-04-30,232.66,paypal,completed
3714,2709,2022-04-30,19.77,paypal,completed
3715,1127,2022-04-30,12.8,credit_card,completed
3716,4834,2022-04-30,61.9,credit_card,completed
3717,2761,2022-04-30,21.59,credit_card,completed
3718,3559,2022-04-30,63.01,credit_card,completed
3719,2280,2022-04-30,20.0,credit_card,completed
3720,645,2022-04-30,59.53,debit_card,completed
3721,4298,2022-05-01,41.42,credit_card,completed
3722,1798,2022-05-01,97.57,bank_transfer,completed
3723,165,2022-05-01,37.16,paypal,completed
3724,1417,2022-05-01,30.35,debit_card,completed
3725,4520,2022-05-01,35.89,credit_card,canceled
3726,2250,2022-05-01,34.81,credit_card,completed
3727,1266,2022-05-01,44.82,debit_card,completed
3728,4119,2022-05-01,73.67,credit_card,completed
3729,1647,2022-05-01,100.28,credit_card,completed
3730,4781,2022-05-01,22.31,credit_card,completed
3731,91,2022-05-01,51.07,credit_card,completed
3732,2645,2022-05-01,51.89,paypal,completed
3733,666,2022-05-01,145.43,credit_card,completed
3734,1711,2022-05-01,32.73,credit_card,completed
3735,984,2022-05-02,43.88,paypal,completed
3736,3536,2022-05-02,28.8,credit_card,completed
3737,2250,2022-05-02,4975.07,credit_card,completed
3738,165,2022-05-02,132.84,debit_card,completed
3739,3059,2022-05-02,144.0,paypal,canceled
3740,2642,2022-05-02,56.2,credit_card,completed
3741,2595,2022-05-02,38.99,credit_card,completed
3742,4498,2022-05-02,39.44,credit_card,canceled
3743,656,2022-05-02,50.19,credit_card,completed
3744,1940,2022-05-02,26.21,paypal,completed
3745,4468,2022-05-02,276.52,debit_card,completed
3746,3954,2022-05-03,14.14,debit_card,completed
3747,704,2022-05-03,88.06,credit_card,completed
3748,1765,2022-05-03,29.34,bank_transfer,canceled
3749,3173,2022-05-03,226.8,crypto,completed
3750,589,2022-05-03,25.93,credit_card,completed
3751,434,2022-05-03,132.94,debit_card,canceled
3752,4977,2022-05-03,62.3,credit_card,completed
3753,4086,2022-05-03,49.68,credit_card,completed
3754,2157,2022-05-03,71.43,bank_transfer,completed
3755,2828,2022-05-03,59.27,paypal,completed
3756,4119,2022-05-03,54.83,paypal,refunded
3757,4297,2022-05-03,75.95,credit_card,completed
3758,455,2022-05-03,61.16,credit_card,completed
3759,1484,2022-05-03,88.37,debit_card,completed
3760,1961,2022-05-03,119.55,credit_card,completed
3761,2703,2022-05-03,30.36,credit_card,completed
3762,2477,2022-05-03,94.88,debit_card,canceled
3763,3632,2022-05-04,140.63,credit_card,completed
3764,4005,2022-05-04,110.89,credit_card,completed
3765,300,2022-05-04,63.81,bank_transfer,completed
3766,22,2022-05-04,94.01,credit_card,completed
3767,381,2022-05-04,76.47,credit_card,completed
3768,3668,2022-05-04,93.79,credit_card,completed
3769,2687,2022-05-04,27.34,credit_card,completed
3770,755,2022-05-04,21.24,credit_card,completed
3771,2232,2022-05-04,41.25,debit_card,completed
3772,4066,2022-05-04,29.25,credit_card,completed
3773,1992,2022-05-04,3423.82,bank_transfer,completed
3774,2667,2022-05-04,45.26,debit_card,canceled
3775,3058,2022-05-04,101.3,credit_card,completed
3776,2239,2022-05-04,74.15,debit_card,refunded
3777,3175,2022-05-05,161.0,paypal,completed
3778,1157,2022-05-05,42.49,debit_card,completed
3779,153,2022-05-05,170.79,paypal,completed
3780,1292,2022-05-05,13.66,credit_card,completed
3781,2654,2022-05-05,17.38,debit_card,completed
3782,4211,2022-05-05,16.2,credit_card,completed
3783,1753,2022-05-05,10.73,debit_card,completed
3784,3266,2022-05-05,48.07,paypal,completed
3785,1034,2022-05-05,81.92,debit_card,completed
3786,461,2022-05-05,142.33,credit_card,completed
3787,2367,2022-05-06,40.26,paypal,completed
3788,937,2022-05-06,44.96,paypal,completed
3789,4058,2022-05-06,32.9,credit_card,canceled
3790,292,2022-05-06,118.82,debit_card,completed
3791,2195,2022-05-06,74.23,credit_card,completed
3792,931,2022-05-06,98.88,paypal,completed
3793,791,2022-05-06,146.47,paypal,completed
3794,57,2022-05-06,83.21,paypal,completed
3795,2360,2022-05-06,63.56,paypal,completed
3796,3865,2022-05-06,86.07,credit_card,completed
3797,80,2022-05-06,45.65,paypal,canceled
3798,668,2022-05-06,57.71,credit_card,completed
3799,4614,2022-05-06,54.58,crypto,completed
3800,791,2022-05-07,29.92,credit_card,completed
3801,4000,2022-05-07,75.04,debit_card,completed
3802,1248,2022-05-07,150.9,credit_card,completed
3803,4203,2022-05-07,34.26,debit_card,completed
3804,3646,2022-05-07,300.0,credit_card,completed
3805,2038,2022-05-07,66.75,debit_card,completed
3806,3845,2022-05-07,25.47,debit_card,completed
3807,3168,2022-05-08,134.09,paypal,completed
3808,1133,2022-05-08,40.39,credit_card,refunded
3809,3838,2022-05-08,41.62,credit_card,completed
3810,2552,2022-05-08,28.68,credit_card,completed
3811,2552,2022-05-08,24.6,credit_card,completed
3812,410,2022-05-08,127.1,credit_card,completed
3813,370,2022-05-08,46.88,debit_card,completed
3814,3058,2022-05-08,28.98,paypal,completed
3815,2251,2022-05-08,38.0,debit_card,completed
3816,4237,2022-05-08,34.81,credit_card,completed
3817,2901,2022-05-08,16.8,debit_card,completed
3818,2397,2022-05-08,4087.65,credit_card,completed
3819,4468,2022-05-08,48.06,credit_card,canceled
3820,4142,2022-05-09,68.19,credit_card,completed
3821,4467,2022-05-09,36.37,debit_card,refunded
3822,3181,2022-05-09,77.14,credit_card,completed
3823,4826,2022-05-09,89.65,debit_card,completed
3824,3731,2022-05-09,104.66,credit_card,completed
3825,2587,2022-05-09,44.67,credit_card,completed
3826,3222,2022-05-10,51.04,paypal,completed
3827,191,2022-05-10,31.91,credit_card,completed
3828,1222,2022-05-10,135.96,credit_card,completed
3829,1253,2022-05-10,12.02,paypal,completed
3830,3211,2022-05-10,123.68,crypto,completed
3831,3211,2022-05-10,3095.96,debit_card,completed
3832,1455,2022-05-10,38.41,credit_card,refunded
3833,3949,2022-05-11,143.01,bank_transfer,completed
3834,2933,2022-05-11,108.26,credit_card,completed
3835,172,2022-05-11,70.56,credit_card,completed
3836,2316,2022-05-11,83.82,credit_card,completed
3837,4143,2022-05-11,47.31,credit_card,completed
3838,4834,2022-05-11,138.81,debit_card,completed
3839,2339,2022-05-11,26.95,paypal,canceled
3840,3845,2022-05-11,44.58,credit_card,completed
3841,1599,2022-05-11,39.66,credit_card,completed
3842,3963,2022-05-11,39.51,credit_card,completed
3843,1442,2022-05-11,37.07,debit_card,completed
3844,1503,2022-05-11,40.09,credit_card,completed
3845,3517,2022-05-12,42.16,paypal,completed
3846,588,2022-05-12,59.89,credit_card,completed
3847,2595,2022-05-12,85.52,debit_card,completed
3848,3329,2022-05-12,76.93,debit_card,completed
3849,1418,2022-05-12,41.17,credit_card,completed
3850,1735,2022-05-12,88.92,credit_card,completed
3851,4826,2022-05-12,77.37,debit_card,refunded
3852,2808,2022-05-12,3715.09,crypto,completed
3853,4868,2022-05-12,82.5,credit_card,canceled
3854,1542,2022-05-12,191.45,paypal,completed
3855,2744,2022-05-12,24.97,credit_card,completed
3856,1298,2022-05-12,40.24,credit_card,completed
3857,1110,2022-05-12,92.46,credit_card,canceled
3858,1961,2022-05-12,45.88,crypto,completed
3859,920,2022-05-13,37.03,debit_card,completed
3860,1948,2022-05-13,75.89,credit_card,completed
3861,1165,2022-05-13,93.5,debit_card,completed
3862,263,2022-05-13,59.83,credit_card,completed
3863,719,2022-05-13,300.0,paypal,canceled
3864,354,2022-05-13,106.5,debit_card,completed
3865,998,2022-05-13,99.88,bank_transfer,completed
3866,1970,2022-05-13,69.07,debit_card,completed
3867,1822,2022-05-13,44.11,credit_card,completed
3868,4292,2022-05-13,185.55,debit_card,completed
3869,1711,2022-05-13,20.11,debit_card,completed
3870,3329,2022-05-13,76.0,debit_card,completed
3871,2761,2022-05-13,14.38,credit_card,completed
3872,1685,2022-05-14,25.97,bank_transfer,canceled
3873,2280,2022-05-14,63.1,credit_card,completed
3874,3731,2022-05-14,62.4,credit_card,completed
3875,2131,2022-05-14,78.69,credit_card,completed
3876,2479,2022-05-14,53.54,credit_card,completed
3877,1577,2022-05-14,76.69,credit_card,refunded
3878,1435,2022-05-14,4912.06,credit_card,completed
3879,1381,2022-05-14,114.91,debit_card,completed
3880,1827,2022-05-14,48.42,debit_card,completed
3881,587,2022-05-15,131.92,debit_card,completed
3882,4205,2022-05-15,116.14,credit_card,completed
3883,263,2022-05-15,21.1,credit_card,completed
3884,3938,2022-05-15,56.35,credit_card,completed
3885,1837,2022-05-15,121.33,credit_card,completed
3886,4699,2022-05-15,52.44,debit_card,completed
3887,1222,2022-05-15,28.22,credit_card,completed
3888,3383,2022-05-16,75.13,credit_card,completed
3889,91,2022-05-16,149.43,debit_card,refunded
3890,4000,2022-05-16,99.19,debit_card,completed
3891,1381,2022-05-16,76.13,credit_card,completed
3892,961,2022-05-16,17.87,credit_card,completed
3893,372,2022-05-16,28.67,credit_card,completed
3894,2394,2022-05-16,22.41,paypal,completed
3895,1185,2022-05-16,56.68,bank_transfer,completed
3896,3211,2022-05-16,42.16,bank_transfer,completed
3897,1685,2022-05-16,70.09,credit_card,completed
3898,4848,2022-05-16,89.97,debit_card,completed
3899,4553,2022-05-16,17.11,debit_card,completed
3900,101,2022-05-17,171.29,credit_card,completed
3901,3546,2022-05-17,73.53,credit_card,completed
3902,2814,2022-05-17,25.89,credit_card,canceled
3903,202,2022-05-17,51.24,credit_card,completed
3904,3256,2022-05-17,52.69,paypal,completed
3905,2412,2022-05-17,66.64,credit_card,completed
3906,260,2022-05-17,161.51,debit_card,refunded
3907,3229,2022-05-17,112.45,credit_card,completed
3908,2397,2022-05-17,300.0,debit_card,completed
3909,4004,2022-05-17,83.65,debit_card,completed
3910,2103,2022-05-17,44.47,debit_card,completed
3911,900,2022-05-18,15.93,paypal,completed
3912,4327,2022-05-18,90.74,bank_transfer,completed
3913,1961,2022-05-18,28.18,credit_card,completed
3914,3536,2022-05-18,19.19,credit_card,canceled
3915,666,2022-05-18,87.53,credit_card,completed
3916,112,2022-05-18,139.73,credit_card,completed
3917,2859,2022-05-18,76.3,credit_card,completed
3918,3563,2022-05-18,1532.7,credit_card,completed
3919,1424,2022-05-18,55.14,credit_card,completed
3920,4373,2022-05-18,105.29,paypal,refunded
3921,3526,2022-05-18,48.87,credit_card,completed
3922,1750,2022-05-19,88.39,debit_card,completed
3923,1868,2022-05-19,76.37,debit_card,completed
3924,589,2022-05-19,28.32,crypto,completed
3925,2997,2022-05-19,92.06,paypal,completed
3926,665,2022-05-19,75.93,credit_card,completed
3927,2402,2022-05-19,78.43,debit_card,completed
3928,1494,2022-05-19,17.16,bank_transfer,completed
3929,939,2022-05-19,41.97,paypal,completed
3930,4292,2022-05-19,40.33,debit_card,completed
3931,2778,2022-05-19,68.35,credit_card,refunded
3932,43,2022-05-19,3304.38,credit_card,completed
3933,3471,2022-05-19,97.06,credit_card,completed
3934,11,2022-05-19,35.17,paypal,canceled
3935,666,2022-05-19,142.47,credit_card,completed
3936,84,2022-05-19,18.05,paypal,completed
3937,2707,2022-05-19,40.74,paypal,completed
3938,557,2022-05-19,39.11,credit_card,completed
3939,1222,2022-05-19,62.03,credit_card,completed
3940,2155,2022-05-19,41.59,paypal,completed
3941,3025,2022-05-19,64.01,debit_card,completed
3942,677,2022-05-20,142.63,debit_card,canceled
3943,2239,2022-05-20,50.94,paypal,completed
3944,2412,2022-05-20,25.99,credit_card,completed
3945,7,2022-05-20,60.25,credit_card,completed
3946,4977,2022-05-20,10.0,credit_card,completed
3947,3114,2022-05-20,38.79,bank_transfer,completed
3948,378,2022-05-20,13.09,credit_card,completed
3949,1290,2022-05-20,13.45,credit_card,completed
3950,3954,2022-05-20,65.71,paypal,completed
3951,4168,2022-05-20,50.69,credit_card,completed
3952,2284,2022-05-20,102.09,credit_card,completed
3953,4401,2022-05-20,3286.97,credit_card,completed
3954,635,2022-05-20,21.47,debit_card,refunded
3955,4342,2022-05-20,29.79,credit_card,completed
3956,2484,2022-05-20,120.46,debit_card,completed
3957,802,2022-05-20,147.51,bank_transfer,completed
3958,67,2022-05-20,29.11,paypal,completed
3959,1726,2022-05-21,61.8,bank_transfer,completed
3960,2761,2022-05-21,49.45,credit_card,completed
3961,2427,2022-05-21,56.34,paypal,completed
3962,2038,2022-05-21,50.42,bank_transfer,completed
3963,2858,2022-05-21,29.04,paypal,completed
3964,591,2022-05-21,56.68,debit_card,completed
3965,112,2022-05-21,14.57,credit_card,completed
3966,4897,2022-05-21,188.33,debit_card,completed
3967,1735,2022-05-21,101.49,credit_card,completed
3968,1292,2022-05-21,1117.75,credit_card,completed
3969,1759,2022-05-21,25.83,credit_card,completed
3970,1910,2022-05-21,71.47,crypto,completed
3971,2168,2022-05-21,19.99,paypal,completed
3972,4674,2022-05-21,136.21,crypto,completed
3973,4281,2022-05-21,300.0,credit_card,completed
3974,4028,2022-05-21,34.63,credit_card,canceled
3975,1765,2022-05-21,189.57,debit_card,completed
3976,1605,2022-05-21,56.0,debit_card,completed
3977,705,2022-05-21,53.28,credit_card,completed
3978,2394,2022-05-22,113.79,debit_card,completed
3979,1726,2022-05-22,72.33,credit_card,completed
3980,4400,2022-05-22,169.73,credit_card,completed
3981,3638,2022-05-22,56.33,debit_card,completed
3982,2900,2022-05-22,56.54,debit_card,completed
3983,651,2022-05-22,105.43,paypal,completed
3984,3845,2022-05-22,34.6,debit_card,completed
3985,3668,2022-05-22,79.65,credit_card,completed
3986,4028,2022-05-22,68.93,debit_card,completed
3987,4897,2022-05-22,42.92,debit_card,completed
3988,2936,2022-05-22,3332.73,paypal,completed
3989,441,2022-05-22,28.64,credit_card,completed
3990,4848,2022-05-22,32.81,paypal,completed
3991,3870,2022-05-22,14.99,debit_card,completed
3992,4005,2022-05-22,47.03,credit_card,completed
3993,4087,2022-05-22,71.86,credit_card,completed
3994,3168,2022-05-23,97.71,credit_card,completed
3995,4142,2022-05-23,83.27,paypal,completed
3996,4067,2022-05-23,66.5,paypal,canceled
3997,1274,2022-05-23,56.55,credit_card,completed
3998,203,2022-05-23,108.24,credit_card,completed
3999,3875,2022-05-23,22.19,debit_card,completed
4000,1910,2022-05-23,58.72,bank_transfer,refunded
4001,4336,2022-05-23,29.1,debit_card,completed
4002,1101,2022-05-23,91.78,credit_card,completed
4003,461,2022-05-23,100.94,debit_card,completed
4004,4826,2022-05-24,175.89,paypal,completed
4005,4108,2022-05-24,69.54,debit_card,completed
4006,833,2022-05-24,99.87,credit_card,completed
4007,1401,2022-05-24,71.27,debit_card,completed
4008,1593,2022-05-24,24.32,debit_card,completed
4009,2748,2022-05-24,21.42,paypal,completed
4010,1998,2022-05-24,254.61,credit_card,completed
4011,588,2022-05-24,44.38,debit_card,completed
4012,4381,2022-05-24,42.4,credit_card,completed
4013,731,2022-05-24,57.08,crypto,completed
4014,1521,2022-05-24,45.03,paypal,refunded
4015,238,2022-05-24,43.36,debit_card,completed
4016,3646,2022-05-24,122.21,credit_card,completed
4017,4892,2022-05-24,186.23,credit_card,completed
4018,3462,2022-05-24,24.85,debit_card,completed
4019,2119,2022-05-24,18.14,paypal,completed
4020,2116,2022-05-25,36.69,paypal,completed
4021,1750,2022-05-25,258.87,credit_card,completed
4022,802,2022-05-25,64.85,credit_card,completed
4023,4297,2022-05-25,47.57,bank_transfer,completed
4024,589,2022-05-25,59.85,paypal,completed
4025,2427,2022-05-25,40.37,credit_card,completed
4026,245,2022-05-25,63.23,debit_card,completed
4027,3949,2022-05-26,98.4,credit_card,completed
4028,4301,2022-05-26,41.11,debit_card,completed
4029,699,2022-05-26,106.89,debit_card,completed
4030,1887,2022-05-26,54.89,credit_card,refunded
4031,704,2022-05-26,98.0,credit_card,completed
4032,730,2022-05-26,57.65,debit_card,canceled
4033,4667,2022-05-26,24.8,credit_card,completed
4034,461,2022-05-26,20.84,credit_card,completed
4035,1970,2022-05-26,77.39,debit_card,refunded
4036,3668,2022-05-26,102.82,debit_card,canceled
4037,3481,2022-05-27,11.93,debit_card,completed
4038,1622,2022-05-27,55.59,credit_card,completed
4039,6,2022-05-27,43.06,credit_card,completed
4040,730,2022-05-27,87.33,paypal,completed
4041,1724,2022-05-27,22.7,bank_transfer,completed
4042,540,2022-05-27,22.08,bank_transfer,completed
4043,1297,2022-05-27,43.06,credit_card,completed
4044,3897,2022-05-27,47.39,debit_card,completed
4045,1868,2022-05-27,71.86,credit_card,completed
4046,38,2022-05-28,18.24,credit_card,completed
4047,2024,2022-05-28,140.9,credit_card,completed
4048,3682,2022-05-28,21.62,debit_card,completed
4049,3217,2022-05-28,20.0,debit_card,completed
4050,4868,2022-05-28,117.28,paypal,canceled
4051,1698,2022-05-28,50.71,credit_card,completed
4052,1418,2022-05-28,14.59,credit_card,completed
4053,3789,2022-05-28,59.4,credit_card,completed
4054,3783,2022-05-28,54.58,credit_card,completed
4055,4187,2022-05-28,17.87,credit_card,completed
4056,2328,2022-05-28,193.32,credit_card,completed
4057,4834,2022-05-28,74.91,crypto,completed
4058,996,2022-05-29,52.02,credit_card,completed
4059,3731,2022-05-29,214.5,debit_card,canceled
4060,1200,2022-05-29,88.3,credit_card,completed
4061,4979,2022-05-29,56.64,bank_transfer,refunded
4062,2157,2022-05-29,29.31,credit_card,completed
4063,3412,2022-05-29,53.93,debit_card,completed
4064,4058,2022-05-29,142.33,credit_card,completed
4065,3873,2022-05-29,104.01,paypal,completed
4066,884,2022-05-29,75.45,bank_transfer,completed
4067,2250,2022-05-29,35.82,paypal,completed
4068,460,2022-05-29,34.71,credit_card,completed
4069,2522,2022-05-30,74.98,credit_card,completed
4070,1322,2022-05-30,99.2,debit_card,completed
4071,4255,2022-05-30,70.0,credit_card,completed
4072,473,2022-05-30,10.0,paypal,completed
4073,319,2022-05-30,63.83,debit_card,completed
4074,1234,2022-05-30,27.45,credit_card,completed
4075,3938,2022-05-30,31.58,credit_card,completed
4076,3850,2022-05-30,28.91,paypal,completed
4077,1961,2022-05-30,64.59,bank_transfer,completed
4078,3543,2022-05-31,27.24,credit_card,completed
4079,2761,2022-05-31,24.84,debit_card,completed
4080,4848,2022-05-31,23.63,credit_card,completed
4081,4742,2022-05-31,19.91,debit_card,completed
4082,4398,2022-05-31,73.69,paypal,completed
4083,22,2022-05-31,48.99,credit_card,completed
4084,773,2022-05-31,211.22,credit_card,completed
4085,153,2022-05-31,156.6,credit_card,completed
4086,4977,2022-05-31,24.14,credit_card,completed
4087,931,2022-05-31,13.55,credit_card,completed
4088,4248,2022-05-31,72.36,credit_card,refunded
4089,3674,2022-05-31,31.41,debit_card,completed
4090,6,2022-06-01,16.85,credit_card,completed
4091,1388,2022-06-01,60.94,paypal,completed
4092,22,2022-06-01,34.88,crypto,completed
4093,255,2022-06-01,300.0,paypal,completed
4094,677,2022-06-01,35.4,debit_card,completed
4095,3504,2022-06-01,76.97,debit_card,completed
4096,884,2022-06-01,39.55,credit_card,canceled
4097,149,2022-06-01,84.17,paypal,canceled
4098,4401,2022-06-01,49.31,credit_card,completed
4099,1568,2022-06-01,85.91,debit_card,completed
4100,3842,2022-06-01,17.07,credit_card,completed
4101,4623,2022-06-01,38.83,credit_card,completed
4102,355,2022-06-01,130.71,credit_card,completed
4103,2356,2022-06-02,15.14,paypal,completed
4104,883,2022-06-02,39.31,credit_card,completed
4105,4086,2022-06-02,61.73,paypal,refunded
4106,431,2022-06-02,89.45,paypal,completed
4107,2103,2022-06-02,46.38,credit_card,canceled
4108,4977,2022-06-02,30.01,debit_card,completed
4109,4811,2022-06-02,62.54,credit_card,completed
4110,1088,2022-06-02,23.96,debit_card,completed
4111,2316,2022-06-02,86.88,debit_card,completed
4112,2397,2022-06-03,53.51,paypal,completed
4113,4281,2022-06-03,73.67,credit_card,completed
4114,2720,2022-06-03,41.51,credit_card,completed
4115,4130,2022-06-03,55.22,debit_card,completed
4116,1297,2022-06-03,139.56,credit_card,completed
4117,153,2022-06-03,87.6,credit_card,refunded
4118,2422,2022-06-03,52.71,credit_card,completed
4119,4209,2022-06-03,34.63,debit_card,completed
4120,3668,2022-06-03,72.05,crypto,canceled
4121,1599,2022-06-03,72.52,paypal,refunded
4122,3873,2022-06-03,28.44,credit_card,completed
4123,515,2022-06-04,42.47,debit_card,completed
4124,2563,2022-06-04,62.76,credit_card,completed
4125,4248,2022-06-04,99.1,credit_card,completed
4126,2778,2022-06-04,11.92,credit_card,refunded
4127,3420,2022-06-04,61.39,credit_card,refunded
4128,1482,2022-06-04,31.43,credit_card,completed
4129,207,2022-06-04,52.86,credit_card,completed
4130,255,2022-06-05,202.59,paypal,refunded
4131,1424,2022-06-05,15.18,debit_card,completed
4132,1605,2022-06-05,19.48,credit_card,refunded
4133,4119,2022-06-05,37.1,credit_card,completed
4134,2814,2022-06-05,85.57,credit_card,completed
4135,437,2022-06-05,66.45,paypal,completed
4136,2605,2022-06-05,151.94,credit_card,completed
4137,4399,2022-06-05,25.57,credit_card,completed
4138,998,2022-06-05,12.44,debit_card,completed
4139,1763,2022-06-05,18.03,debit_card,completed
4140,3632,2022-06-05,115.85,credit_card,refunded
4141,4868,2022-06-05,68.16,credit_card,completed
4142,2044,2022-06-05,27.41,credit_card,completed
4143,3059,2022-06-05,46.12,bank_transfer,refunded
4144,876,2022-06-05,45.87,credit_card,completed
4145,2855,2022-06-06,21.38,debit_card,completed
4146,2760,2022-06-06,40.83,credit_card,completed
4147,1162,2022-06-06,1329.36,paypal,completed
4148,1985,2022-06-06,68.75,paypal,completed
4149,1402,2022-06-06,130.9,bank_transfer,completed
4150,4839,2022-06-06,80.9,debit_card,completed
4151,3744,2022-06-06,155.76,credit_card,completed
4152,3552,2022-06-06,300.0,credit_card,completed
4153,4400,2022-06-06,40.01,credit_card,completed
4154,1222,2022-06-06,41.45,credit_card,completed
4155,1598,2022-06-06,21.81,paypal,completed
4156,1795,2022-06-06,60.69,credit_card,completed
4157,4504,2022-06-06,68.16,debit_card,completed
4158,822,2022-06-06,94.52,debit_card,completed
4159,2703,2022-06-07,50.17,credit_card,completed
4160,867,2022-06-07,24.36,debit_card,completed
4161,1088,2022-06-07,27.0,credit_card,completed
4162,1185,2022-06-07,40.46,credit_card,completed
4163,2972,2022-06-07,59.82,paypal,canceled
4164,1622,2022-06-07,23.01,debit_card,completed
4165,3291,2022-06-07,54.1,debit_card,completed
4166,1926,2022-06-07,71.64,debit_card,completed
4167,3058,2022-06-07,81.2,paypal,completed
4168,1412,2022-06-07,65.76,debit_card,completed
4169,425,2022-06-07,50.89,paypal,completed
4170,4421,2022-06-07,53.43,debit_card,completed
4171,3798,2022-06-07,65.35,paypal,canceled
4172,629,2022-06-08,55.85,credit_card,completed
4173,3225,2022-06-08,103.19,credit_card,completed
4174,1297,2022-06-08,77.65,credit_card,canceled
4175,3333,2022-06-08,29.0,credit_card,completed
4176,2356,2022-06-08,56.7,debit_card,completed
4177,2833,2022-06-08,47.59,debit_card,completed
4178,4897,2022-06-08,17.29,credit_card,completed
4179,1424,2022-06-08,26.14,debit_card,completed
4180,666,2022-06-08,49.83,credit_card,completed
4181,1381,2022-06-08,26.88,credit_card,completed
4182,3536,2022-06-08,71.05,paypal,completed
4183,1133,2022-06-08,29.39,credit_card,completed
4184,3949,2022-06-09,26.66,debit_card,completed
4185,547,2022-06-09,77.67,debit_card,completed
4186,1284,2022-06-09,189.67,paypal,completed
4187,4667,2022-06-09,73.59,credit_card,completed
4188,651,2022-06-09,34.46,credit_card,completed
4189,4742,2022-06-09,78.25,debit_card,completed
4190,3949,2022-06-09,34.96,debit_card,completed
4191,2559,2022-06-09,36.33,paypal,canceled
4192,343,2022-06-09,29.04,credit_card,completed
4193,3174,2022-06-09,22.63,credit_card,completed
4194,4481,2022-06-09,4720.57,paypal,completed
4195,1117,2022-06-09,64.37,credit_card,completed
4196,2014,2022-06-09,59.35,crypto,completed
4197,2559,2022-06-09,100.69,debit_card,completed
4198,1568,2022-06-09,26.45,credit_card,completed
4199,4650,2022-06-10,33.99,debit_card,completed
4200,2335,2022-06-10,24.89,credit_card,completed
4201,1685,2022-06-10,109.16,paypal,completed
4202,1951,2022-06-10,36.94,credit_card,completed
4203,4004,2022-06-10,54.68,credit_card,completed
4204,699,2022-06-10,68.67,debit_card,completed
4205,2679,2022-06-10,59.39,credit_card,completed
4206,860,2022-06-10,55.28,debit_card,completed
