customer_id,signup_date,country,customer_segment,acquisition_channel,is_active
2064,2024-04-08,UK,low,email,True
2065,2022-05-19,UK,low,social,True
2066,2022-09-20,USA,low,referral,True
2067,2023-08-22,UK,high,organic,True
2068,2024-10-10,UK,medium,organic,True
2069,2022-07-30,USA,low,organic,False
2070,2022-03-22,Brazil,medium,organic,True
2071,2024-05-14,UK,low,organic,True
2072,2023-08-31,France,low,ads,True
2073,2024-10-07,Australia,medium,referral,True
2074,2022-03-26,UK,low,email,True
2075,2024-02-18,UK,low,ads,False
2076,2022-09-14,Canada,low,email,False
2077,2022-04-14,USA,medium,ads,True
2078,2024-03-15,USA,low,referral,False
2079,2023-12-31,USA,low,organic,True
2080,2024-05-11,Australia,medium,email,True
2081,2023-01-24,Canada,low,referral,False
2082,2023-06-24,UK,low,referral,True
2083,2023-05-09,USA,high,organic,True
2084,2024-12-19,USA,low,ads,True
2085,2022-12-31,UK,high,social,True
2086,2023-01-05,France,medium,referral,False
2087,2023-03-15,UK,medium,organic,True
2088,2023-11-28,Canada,low,organic,True
2089,2022-10-20,Canada,low,ads,True
2090,2024-10-11,USA,low,organic,True
2091,2022-11-16,France,high,ads,True
2092,2024-09-17,Mexico,low,email,True
2093,2021-12-12,Canada,low,referral,True
2094,2024-02-27,UK,low,ads,True
2095,2024-10-01,USA,medium,social,True
2096,2022-05-06,France,low,organic,True
2097,2024-12-06,USA,low,organic,True
2098,2023-06-30,Germany,medium,organic,True
2099,2024-11-18,UK,high,email,False
2100,2024-03-10,Australia,low,referral,False
2101,2023-01-14,UK,low,organic,False
2102,2022-06-12,Canada,medium,organic,True
2103,2023-01-16,USA,low,referral,True
2104,2021-11-02,USA,low,ads,False
2105,2022-03-21,France,low,ads,True
2106,2021-12-16,Mexico,low,referral,True
2107,2023-05-27,Canada,medium,organic,True
2108,2024-06-13,Germany,medium,ads,True
2109,2022-03-16,UK,low,organic,True
2110,2022-02-20,France,low,organic,True
2111,2024-02-16,USA,low,ads,True
2112,2022-06-30,Germany,low,ads,False
2113,2021-11-21,USA,medium,organic,True
2114,2022-05-03,UK,low,organic,True
2115,2024-10-22,UK,medium,organic,True
2116,2024-07-08,Canada,medium,referral,True
2117,2023-03-14,Canada,high,ads,True
2118,2024-02-27,Canada,medium,ads,True
2119,2023-10-24,UK,medium,referral,True
2120,2024-03-10,UK,high,email,True
2121,2024-03-15,USA,medium,ads,False
2122,2024-02-03,Canada,low,referral,True
2123,2022-11-16,USA,low,email,True
2124,2021-03-06,UK,high,ads,True
2125,2023-07-03,USA,high,ads,True
2126,2024-09-11,Brazil,low,ads,True
2127,2023-12-04,USA,low,organic,True
2128,2024-07-18,France,high,email,True
2129,2024-12-24,Canada,low,email,True
2130,2022-04-27,France,medium,organic,True
2131,2024-03-23,Australia,high,referral,True
2132,2024-03-08,USA,low,ads,True
2133,2024-12-18,USA,low,ads,False
2134,2024-12-20,USA,low,ads,True
2135,2024-03-18,USA,high,email,True
2136,2022-10-02,UK,medium,email,True
2137,2024-06-16,France,low,organic,True
2138,2021-12-24,USA,low,referral,True
2139,2024-05-31,UK,low,organic,True
2140,2024-10-05,UK,medium,organic,True
2141,2023-04-14,UK,medium,ads,True
2142,2024-02-05,Canada,medium,referral,True
2143,2023-06-04,Japan,medium,organic,False
2144,2023-06-12,USA,medium,ads,True
2145,2023-01-25,Canada,low,referral,True
2146,2024-05-16,France,high,organic,True
2147,2024-11-06,Canada,low,ads,True
2148,2024-11-12,Spain,low,ads,False
2149,2022-05-17,Germany,low,organic,False
2150,2024-08-25,USA,medium,social,True
2151,2024-04-28,UK,low,ads,True
2152,2022-10-21,Canada,low,referral,True
2153,2021-07-10,USA,high,organic,True
2154,2022-11-20,USA,low,ads,True
2155,2024-10-07,USA,low,referral,True
2156,2024-02-07,UK,low,social,True
2157,2024-04-14,UK,low,social,True
2158,2022-10-31,France,low,referral,True
2159,2024-04-13,Canada,medium,organic,True
2160,2021-01-03,Spain,low,organic,False
2161,2023-04-06,USA,medium,social,True
2162,2024-02-01,UK,low,ads,True
2163,2022-03-25,USA,medium,social,True
2164,2024-07-09,USA,low,referral,False
2165,2022-09-19,Spain,high,ads,True
2166,2024-02-24,Spain,medium,ads,True
2167,2023-05-08,UK,medium,ads,True
2168,2024-01-02,USA,low,referral,True
2169,2021-12-25,USA,medium,organic,True
2170,2020-09-06,Australia,high,email,True
2171,2024-10-04,Spain,high,ads,True
2172,2022-11-23,Canada,low,ads,True
2173,2024-07-06,USA,low,organic,True
2174,2024-12-30,Australia,low,referral,True
2175,2022-07-29,USA,medium,social,False
2176,2022-11-15,Mexico,low,ads,False
2177,2024-03-01,Canada,low,social,False
2178,2024-12-03,Germany,medium,organic,True
2179,2024-10-12,Germany,high,social,True
2180,2023-09-04,UK,low,referral,False
2181,2024-06-13,USA,low,email,True
2182,2022-03-04,USA,medium,organic,True
2183,2024-12-15,USA,low,referral,True
2184,2024-12-03,France,low,email,True
2185,2022-04-27,UK,medium,organic,True
2186,2023-01-11,Spain,medium,referral,True
2187,2021-12-01,USA,low,organic,True
2188,2022-11-27,Germany,low,referral,True
2189,2024-07-02,USA,high,social,True
2190,2023-04-09,Brazil,medium,organic,True
2191,2021-10-13,Germany,low,ads,False
2192,2023-03-01,UK,medium,organic,True
2193,2024-12-18,Brazil,medium,email,True
2194,2024-02-04,USA,low,organic,True
2195,2023-05-19,UK,medium,ads,True
2196,2022-05-02,France,medium,ads,True
2197,2024-12-20,USA,low,organic,True
2198,2024-07-07,Germany,low,ads,True
2199,2022-12-14,Mexico,medium,ads,True
2200,2021-07-24,UK,low,referral,False
2201,2021-05-21,Germany,low,organic,False
2202,2022-01-29,USA,low,email,True
2203,2023-12-16,USA,high,ads,True
2204,2024-10-28,Japan,low,organic,True
2205,2023-08-26,UK,high,ads,True
2206,2024-07-29,UK,low,organic,True
2207,2023-06-22,Mexico,low,ads,False
2208,2024-04-04,UK,medium,organic,True
2209,2024-04-23,Canada,low,organic,False
2210,2022-05-16,Canada,low,organic,False
2211,2023-03-22,USA,low,organic,True
2212,2024-02-11,Canada,low,email,True
2213,2021-07-27,France,medium,organic,True
2214,2023-03-22,Germany,medium,organic,True
2215,2023-10-20,USA,low,ads,False
2216,2024-12-27,USA,low,ads,True
2217,2023-07-27,Germany,low,email,True
2218,2024-07-02,Canada,low,organic,True
2219,2023-06-06,Germany,high,referral,True
2220,2024-06-14,USA,medium,referral,True
2221,2024-01-02,USA,low,organic,False
2222,2024-09-07,USA,medium,ads,True
2223,2023-05-14,USA,low,ads,True
2224,2024-01-10,UK,low,organic,True
2225,2024-02-04,USA,medium,organic,True
2226,2023-05-20,USA,high,ads,True
2227,2022-03-22,USA,low,referral,False
2228,2021-11-04,UK,low,ads,True
2229,2020-09-03,Canada,low,email,True
2230,2024-08-23,UK,high,ads,True
2231,2022-09-22,USA,low,ads,True
2232,2022-07-29,UK,low,organic,True
2233,2024-04-27,USA,low,ads,True
2234,2023-02-03,Canada,low,organic,True
2235,2023-09-08,USA,high,organic,True
2236,2022-04-25,UK,low,referral,True
2237,2024-11-30,USA,medium,ads,True
2238,2024-08-07,UK,high,email,True
2239,2024-08-16,USA,low,referral,True
2240,2023-05-10,Australia,medium,organic,True
2241,2024-05-16,Australia,low,organic,True
2242,2022-03-21,Brazil,low,organic,True
2243,2020-05-16,Canada,low,email,False
2244,2020-10-18,USA,medium,referral,True
2245,2023-12-23,UK,high,referral,True
2246,2023-07-03,USA,low,organic,False
2247,2023-09-26,USA,low,social,True
2248,2020-05-01,UK,medium,referral,True
2249,2023-05-27,USA,medium,organic,False
2250,2024-04-12,UK,medium,organic,True
2251,2023-06-18,UK,low,referral,False
2252,2024-04-24,UK,low,organic,True
2253,2022-09-14,USA,medium,email,True
2254,2024-06-29,USA,low,social,False
2255,2023-12-25,USA,low,referral,True
2256,2022-07-28,Canada,low,email,True
2257,2022-09-23,Canada,high,organic,False
2258,2024-02-03,USA,high,ads,True
2259,2024-07-16,USA,medium,ads,True
2260,2023-05-19,USA,low,organic,True
2261,2022-11-02,Mexico,low,email,True
2262,2024-08-18,USA,low,organic,True
2263,2024-03-05,Canada,low,organic,True
2264,2023-06-25,France,low,ads,True
2265,2023-08-13,USA,high,organic,True
2266,2022-07-14,USA,low,organic,True
2267,2024-02-01,France,medium,organic,True
2268,2023-03-20,Spain,high,ads,True
2269,2024-12-27,Brazil,high,ads,True
2270,2023-08-03,USA,high,referral,True
2271,2023-08-11,USA,high,organic,True
2272,2023-11-29,Mexico,low,referral,True
2273,2024-10-13,USA,low,organic,True
2274,2024-06-18,USA,low,referral,True
2275,2023-06-28,Mexico,low,organic,True
2276,2024-04-12,Mexico,low,organic,True
2277,2023-12-22,USA,low,organic,False
2278,2023-08-19,Canada,low,referral,True
2279,2022-06-21,UK,low,ads,True
2280,2023-07-13,Canada,medium,ads,True
2281,2022-10-06,USA,low,ads,True
2282,2024-10-10,UK,low,organic,True
2283,2023-02-21,France,low,organic,True
2284,2024-11-25,UK,high,email,True
2285,2023-10-18,USA,high,organic,True
2286,2024-02-06,Canada,medium,organic,True
2287,2023-10-31,Canada,high,organic,True
2288,2022-02-17,UK,medium,organic,True
2289,2023-04-06,Canada,medium,ads,True
2290,2021-11-27,Canada,low,ads,True
2291,2024-01-29,Mexico,low,organic,False
2292,2023-06-23,UK,medium,organic,True
2293,2024-05-29,Germany,low,referral,True
2294,2022-08-17,UK,low,referral,True
2295,2022-04-28,USA,low,ads,True
2296,2023-05-10,Canada,low,organic,True
2297,2024-10-26,France,low,referral,True
2298,2024-04-06,France,low,ads,True
2299,2023-05-23,UK,low,social,True
2300,2023-09-24,UK,low,organic,False
2301,2021-09-26,Canada,low,organic,True
2302,2024-12-19,USA,low,organic,True
2303,2024-03-03,Canada,high,organic,True
2304,2022-12-20,Germany,low,organic,True
2305,2023-12-22,France,low,organic,False
2306,2021-12-31,USA,low,ads,True
2307,2024-12-04,Japan,low,ads,True
2308,2022-05-17,UK,low,ads,True
2309,2024-02-20,UK,low,email,False
2310,2022-10-05,UK,medium,organic,True
2311,2024-04-12,Australia,low,referral,True
2312,2024-05-28,Canada,high,organic,True
2313,2024-03-08,UK,medium,ads,True
2314,2024-01-21,France,medium,organic,True
2315,2024-09-13,UK,medium,referral,True
2316,2021-09-04,Spain,low,ads,True
2317,2023-02-16,UK,low,organic,True
2318,2022-10-11,Canada,high,organic,True
2319,2024-12-21,USA,low,organic,False
2320,2023-04-21,Germany,low,ads,True
2321,2024-04-24,Canada,high,organic,True
2322,2024-03-17,UK,low,ads,True
2323,2022-07-31,Canada,medium,referral,False
2324,2022-09-26,USA,medium,organic,True
2325,2022-12-14,Brazil,low,email,True
2326,2023-05-14,Canada,low,referral,True
2327,2022-09-17,UK,low,referral,True
2328,2020-10-14,Germany,low,organic,True
2329,2024-08-29,Mexico,high,referral,True
2330,2024-12-04,UK,low,organic,True
2331,2023-02-28,USA,medium,email,True
2332,2023-02-25,USA,medium,organic,True
2333,2020-04-26,UK,medium,referral,True
2334,2024-03-13,UK,low,organic,True
2335,2024-07-11,Canada,low,organic,True
2336,2022-03-26,Canada,low,organic,True
2337,2022-04-20,UK,medium,organic,True
2338,2024-06-09,UK,high,social,True
2339,2024-01-23,Germany,low,ads,False
2340,2021-03-29,Canada,high,organic,True
2341,2024-01-29,UK,medium,ads,True
2342,2023-01-24,USA,medium,email,True
2343,2023-03-30,USA,low,email,False
2344,2024-05-22,USA,low,organic,True
2345,2024-06-27,UK,low,organic,True
2346,2023-05-03,Mexico,medium,referral,False
2347,2024-11-19,USA,low,organic,True
2348,2023-05-10,Mexico,high,referral,True
2349,2024-05-23,USA,low,organic,True
2350,2023-08-08,USA,medium,referral,False
2351,2024-09-19,UK,high,organic,True
2352,2024-10-02,USA,low,ads,False
2353,2021-10-08,UK,low,organic,True
2354,2024-11-07,UK,medium,organic,True
2355,2024-07-11,UK,medium,organic,True
2356,2024-06-10,Canada,high,referral,True
2357,2022-07-07,USA,high,ads,True
2358,2024-06-22,USA,medium,organic,True
2359,2024-08-05,France,low,social,True
2360,2022-12-26,USA,medium,ads,True
2361,2024-11-25,France,low,email,False
2362,2021-04-22,Canada,low,organic,True
2363,2022-04-02,Canada,low,referral,True
2364,2023-10-24,USA,medium,organic,True
2365,2023-12-11,Brazil,medium,organic,True
2366,2024-02-18,USA,low,organic,True
2367,2020-09-07,USA,low,organic,True
2368,2024-11-30,USA,medium,social,True
2369,2021-03-28,Canada,medium,organic,True
2370,2022-03-19,Mexico,low,social,False
2371,2020-07-27,USA,medium,organic,True
2372,2023-11-30,UK,medium,referral,True
2373,2024-11-01,USA,low,organic,True
2374,2024-03-03,Canada,medium,ads,False
2375,2024-07-09,UK,low,referral,True
2376,2020-07-17,USA,low,organic,True
2377,2023-10-30,Canada,low,referral,True
2378,2023-07-08,USA,high,ads,True
2379,2023-08-28,Canada,medium,organic,False
2380,2021-08-03,UK,low,organic,False
2381,2024-03-16,Germany,medium,referral,True
2382,2023-09-04,USA,medium,organic,True
2383,2024-05-19,Germany,low,organic,False
2384,2023-08-10,France,medium,organic,True
2385,2022-03-31,USA,low,organic,True
2386,2024-02-20,USA,medium,organic,False
2387,2022-05-13,Spain,low,organic,True
2388,2024-08-22,USA,medium,organic,True
2389,2024-01-20,USA,low,ads,True
2390,2022-04-15,UK,high,social,False
2391,2024-12-01,USA,low,referral,False
2392,2023-09-26,Spain,low,organic,True
2393,2021-08-07,UK,low,referral,True
2394,2024-02-01,Canada,high,organic,True
2395,2022-10-22,Canada,low,referral,True
2396,2024-06-21,Canada,medium,ads,True
2397,2024-07-04,Canada,high,organic,True
2398,2024-12-16,USA,low,organic,True
2399,2023-09-02,France,low,organic,True
2400,2023-07-03,Canada,low,ads,True
2401,2024-05-09,France,low,organic,True
2402,2022-02-25,Germany,low,referral,True
2403,2023-11-06,USA,low,ads,True
2404,2023-11-05,Canada,medium,ads,False
2405,2021-10-18,USA,medium,organic,True
2406,2023-05-21,USA,high,organic,True
2407,2024-08-08,USA,low,ads,True
2408,2024-08-12,USA,low,ads,True
2409,2021-11-27,USA,low,organic,True
2410,2021-10-24,Canada,high,referral,True
2411,2022-11-11,UK,low,referral,True
2412,2024-08-25,UK,low,ads,True
2413,2022-02-17,USA,low,ads,True
2414,2024-04-13,UK,medium,ads,True
2415,2021-12-04,USA,low,ads,True
2416,2024-01-30,Canada,medium,referral,True
2417,2023-03-16,Canada,medium,ads,True
2418,2024-06-08,Canada,low,email,True
2419,2022-09-16,Japan,medium,organic,True
2420,2024-02-12,Canada,low,referral,False
2421,2022-09-20,UK,low,ads,True
2422,2024-04-08,USA,low,ads,False
2423,2024-08-23,USA,low,organic,False
2424,2022-02-13,UK,high,ads,True
2425,2024-08-18,USA,medium,organic,True
2426,2023-12-30,UK,low,ads,False
2427,2022-02-13,USA,low,referral,False
2428,2023-06-01,USA,low,organic,True
2429,2022-04-22,France,low,organic,True
2430,2024-03-29,Mexico,high,ads,True
2431,2024-05-14,UK,low,social,True
2432,2021-12-20,UK,high,ads,True
2433,2023-09-08,Canada,high,organic,True
2434,2024-07-01,UK,low,referral,False
2435,2024-11-06,France,low,organic,True
2436,2023-09-19,UK,medium,referral,False
2437,2024-11-22,USA,low,ads,True
2438,2023-10-21,USA,low,organic,False
2439,2023-04-26,Germany,low,referral,False
2440,2024-08-03,USA,low,email,False
2441,2023-08-20,USA,low,ads,True
2442,2023-07-23,UK,low,ads,True
2443,2023-08-16,USA,medium,ads,True
2444,2024-08-01,UK,low,organic,False
2445,2024-07-18,Germany,medium,organic,True
2446,2023-05-06,Germany,low,referral,True
2447,2023-02-18,UK,low,ads,True
2448,2023-08-18,USA,low,organic,False
2449,2023-12-07,USA,low,referral,True
2450,2022-09-25,Germany,low,referral,True
2451,2024-06-12,France,high,organic,True
2452,2023-08-12,UK,low,email,False
2453,2023-02-19,France,medium,referral,True
2454,2021-12-23,USA,low,email,False
2455,2022-09-26,Germany,low,email,True
2456,2024-11-21,UK,medium,ads,True
2457,2023-01-18,Brazil,low,referral,False
2458,2022-05-06,USA,high,referral,True
2459,2023-07-10,France,low,organic,True
2460,2023-01-21,Germany,low,ads,True
2461,2021-02-17,USA,low,referral,False
2462,2023-02-06,Japan,low,referral,True
2463,2023-11-02,UK,low,ads,True
2464,2023-11-13,USA,low,referral,True
2465,2023-03-17,France,medium,email,False
2466,2023-06-24,UK,medium,ads,False
2467,2024-12-03,Japan,low,email,False
2468,2023-04-08,Germany,low,referral,True
2469,2022-11-02,USA,medium,organic,True
2470,2022-10-02,France,low,organic,False
2471,2023-07-06,Canada,low,email,True
2472,2024-05-14,UK,medium,referral,True
2473,2022-07-18,Germany,high,ads,True
2474,2024-04-05,Canada,high,email,True
2475,2020-10-27,USA,medium,organic,True
2476,2023-05-23,USA,low,organic,True
2477,2024-05-27,USA,medium,ads,True
2478,2023-02-25,USA,low,organic,True
2479,2023-11-27,USA,medium,ads,True
2480,2022-07-16,UK,medium,ads,True
2481,2024-05-01,USA,medium,email,True
2482,2021-05-03,UK,low,social,True
2483,2024-08-07,USA,high,referral,True
2484,2022-07-03,Germany,low,ads,False
2485,2024-08-24,USA,high,organic,True
2486,2023-03-13,USA,low,organic,False
2487,2024-04-16,Spain,low,email,True
2488,2023-02-02,Brazil,low,organic,False
2489,2024-09-30,Canada,low,ads,True
2490,2022-02-12,USA,medium,ads,False
2491,2022-05-24,Mexico,low,ads,True
2492,2023-08-20,France,high,referral,True
2493,2021-09-20,Australia,high,organic,True
2494,2022-06-28,Japan,medium,referral,True
2495,2024-11-16,Spain,low,ads,True
2496,2024-12-14,USA,low,ads,True
2497,2023-04-07,Spain,medium,organic,True
2498,2024-10-22,USA,low,ads,True
2499,2023-11-03,Germany,low,ads,True
2500,2022-11-23,France,medium,ads,True
2501,2024-03-31,Germany,low,referral,True
2502,2024-02-28,Canada,low,referral,False
2503,2024-12-22,UK,low,referral,True
2504,2022-11-15,Canada,medium,organic,True
2505,2024-03-07,USA,low,organic,True
2506,2021-05-02,UK,high,email,True
2507,2022-01-12,UK,low,referral,True
2508,2020-03-12,Canada,low,ads,False
2509,2024-12-30,Spain,medium,organic,True
2510,2024-06-20,USA,low,email,True
2511,2024-06-06,UK,low,ads,True
2512,2023-09-13,USA,low,organic,True
2513,2023-01-11,Australia,low,ads,True
2514,2022-04-04,UK,low,organic,True
2515,2022-12-19,Mexico,medium,organic,True
2516,2023-04-06,USA,low,referral,True
2517,2024-05-12,USA,low,ads,False
2518,2023-10-27,Germany,low,ads,False
2519,2021-08-29,Germany,low,ads,False
2520,2020-09-22,Germany,medium,organic,True
2521,2021-12-08,UK,medium,referral,True
2522,2023-05-14,Canada,medium,organic,True
2523,2024-11-03,UK,high,organic,True
2524,2024-02-11,USA,low,ads,True
2525,2024-06-19,UK,medium,ads,True
2526,2023-07-17,USA,low,ads,True
2527,2023-03-23,UK,medium,ads,True
2528,2021-12-28,USA,low,referral,True
2529,2024-08-26,USA,low,ads,False
2530,2024-06-03,France,low,organic,True
2531,2022-05-05,USA,medium,referral,True
2532,2023-09-17,Canada,low,ads,True
2533,2023-08-13,Canada,medium,organic,True
2534,2024-01-31,UK,medium,social,False
2535,2024-11-18,USA,medium,social,True
2536,2023-12-15,Canada,low,ads,True
2537,2023-10-27,USA,low,organic,False
2538,2021-04-24,USA,low,referral,True
2539,2021-06-19,France,low,referral,True
2540,2022-06-11,UK,low,ads,True
2541,2021-02-01,USA,low,organic,True
2542,2024-05-02,Spain,low,ads,True
2543,2024-04-16,UK,low,referral,True
2544,2022-03-05,USA,medium,referral,True
2545,2024-07-23,Mexico,low,social,True
2546,2022-04-11,USA,medium,ads,True
2547,2023-01-13,Canada,low,ads,True
2548,2022-10-13,USA,medium,referral,True
2549,2023-04-03,Canada,low,organic,True
2550,2022-10-25,USA,low,ads,True
2551,2023-08-15,Australia,low,email,True
2552,2023-05-11,USA,medium,organic,True
2553,2024-12-21,Canada,low,organic,True
2554,2021-05-18,USA,low,organic,True
2555,2022-03-17,UK,low,email,True
2556,2021-05-05,Australia,medium,email,False
2557,2024-02-01,USA,low,ads,True
2558,2021-05-12,UK,high,email,True
2559,2024-07-23,USA,low,organic,False
2560,2023-09-16,Canada,high,ads,False
2561,2023-10-10,USA,medium,ads,True
2562,2023-11-25,Canada,medium,ads,True
2563,2022-05-10,Germany,medium,referral,True
2564,2022-07-01,USA,medium,social,True
2565,2023-02-01,UK,medium,organic,True
2566,2023-12-30,USA,low,ads,False
2567,2022-07-26,USA,low,referral,True
2568,2022-01-19,Canada,medium,ads,True
2569,2024-12-08,USA,low,organic,True
2570,2020-11-04,Canada,medium,ads,True
2571,2024-06-20,France,low,ads,True
2572,2024-06-07,Brazil,high,ads,True
2573,2023-01-08,UK,low,referral,True
2574,2022-03-04,USA,low,ads,True
2575,2022-03-24,USA,low,email,True
2576,2024-03-27,UK,medium,organic,True
2577,2024-02-15,Germany,low,organic,True
2578,2024-06-02,USA,high,ads,True
2579,2024-11-08,USA,low,organic,True
2580,2024-03-23,Spain,medium,social,True
2581,2022-04-13,USA,low,organic,False
2582,2022-10-02,Germany,medium,organic,False
2583,2024-07-29,Germany,low,referral,True
2584,2022-07-25,USA,low,organic,False
2585,2021-08-05,Japan,low,ads,False
2586,2024-03-31,USA,high,referral,True
2587,2023-05-05,UK,low,ads,True
2588,2024-10-17,USA,low,organic,True
2589,2024-02-22,Canada,low,ads,False
2590,2021-10-22,UK,medium,referral,True
2591,2024-11-20,Germany,low,organic,False
2592,2022-11-02,Canada,low,organic,True
2593,2023-02-23,USA,low,organic,True
2594,2023-05-05,UK,high,organic,True
2595,2021-04-28,Canada,medium,ads,True
2596,2023-08-25,Spain,high,referral,True
2597,2022-02-04,USA,high,referral,True
2598,2023-05-03,USA,medium,referral,True
2599,2023-03-10,Germany,low,organic,True
2600,2024-05-24,Canada,low,referral,False
2601,2024-06-20,UK,medium,ads,True
2602,2022-04-08,Mexico,low,organic,True
2603,2023-03-28,USA,low,organic,False
2604,2023-04-04,USA,low,ads,True
2605,2022-04-05,USA,low,referral,True
2606,2024-06-16,USA,low,organic,False
2607,2024-04-04,Canada,medium,referral,True
2608,2022-06-17,Canada,medium,social,True
2609,2023-03-28,Canada,high,email,True
2610,2021-12-20,Germany,low,ads,True
2611,2024-02-03,Canada,low,organic,False
2612,2022-01-31,France,medium,organic,True
2613,2024-12-20,Canada,high,organic,True
2614,2024-05-31,USA,high,ads,True
2615,2023-04-22,UK,low,organic,True
2616,2023-12-14,UK,medium,organic,True
2617,2024-10-06,Germany,high,organic,True
2618,2023-11-15,USA,medium,referral,True
2619,2022-05-17,USA,low,ads,True
2620,2023-04-09,Spain,low,referral,True
2621,2024-07-29,Mexico,low,referral,True
2622,2024-02-17,UK,low,organic,True
2623,2024-02-23,USA,low,organic,True
2624,2024-08-18,UK,high,email,True
2625,2024-09-15,Canada,medium,organic,True
2626,2024-10-17,UK,medium,email,True
2627,2021-11-10,Brazil,high,organic,True
2628,2023-11-02,Brazil,low,ads,True
2629,2024-04-30,Australia,medium,email,True
2630,2024-05-12,USA,high,email,True
2631,2024-01-13,Spain,low,email,True
2632,2022-05-03,Canada,medium,ads,True
2633,2024-06-15,UK,medium,ads,True
2634,2024-04-14,Canada,low,organic,True
2635,2021-10-02,Germany,medium,social,True
2636,2023-07-13,Mexico,low,email,True
2637,2022-05-16,Germany,low,ads,True
2638,2023-02-23,USA,medium,organic,True
2639,2020-09-23,USA,low,organic,True
2640,2023-05-03,USA,low,social,True
2641,2023-11-10,USA,low,referral,True
2642,2024-01-26,USA,high,organic,True
2643,2024-03-01,France,low,email,False
2644,2024-07-23,UK,high,email,True
2645,2022-08-07,Canada,low,organic,True
2646,2022-01-29,UK,low,organic,True
2647,2024-08-07,UK,low,organic,True
2648,2022-04-14,Germany,low,organic,True
2649,2024-12-12,USA,low,organic,True
2650,2024-07-29,UK,low,organic,True
2651,2023-08-31,Canada,medium,organic,True
2652,2024-12-18,USA,medium,ads,False
2653,2021-11-20,USA,low,social,False
2654,2023-01-16,UK,low,organic,True
2655,2024-02-12,USA,low,referral,True
2656,2023-03-09,France,low,email,True
2657,2024-10-28,UK,high,organic,False
2658,2021-07-02,UK,medium,email,True
2659,2023-11-09,Canada,medium,ads,True
2660,2023-12-28,France,low,organic,True
2661,2024-02-25,Canada,low,referral,True
2662,2022-10-27,USA,high,organic,True
2663,2023-03-26,Canada,low,referral,True
2664,2024-07-30,Germany,low,organic,True
2665,2022-06-26,France,medium,ads,True
2666,2024-07-13,USA,medium,organic,True
2667,2023-11-26,USA,low,organic,False
2668,2024-05-16,UK,medium,referral,True
2669,2024-04-08,UK,medium,ads,True
2670,2022-07-21,Canada,medium,organic,True
2671,2023-12-03,USA,low,referral,True
2672,2024-08-19,Germany,low,organic,True
2673,2023-06-06,Germany,high,organic,True
2674,2024-12-05,USA,medium,email,False
2675,2023-06-29,Germany,low,referral,True
2676,2022-03-18,Germany,low,organic,False
2677,2023-04-21,USA,low,social,False
2678,2024-11-24,Mexico,high,ads,True
2679,2023-02-02,UK,high,referral,False
2680,2024-08-19,France,low,organic,False
2681,2024-09-01,Germany,medium,organic,True
2682,2023-03-10,USA,low,organic,True
2683,2021-09-24,USA,low,ads,False
2684,2024-04-17,France,low,email,True
2685,2023-01-26,USA,medium,organic,True
2686,2024-06-02,Spain,medium,organic,True
2687,2023-06-18,Germany,low,ads,True
2688,2023-08-10,USA,low,referral,True
2689,2024-05-29,France,low,referral,True
2690,2023-04-13,USA,low,ads,True
2691,2023-06-19,USA,medium,social,True
2692,2023-04-07,Germany,medium,ads,True
2693,2023-03-29,Canada,medium,ads,True
2694,2023-10-08,USA,low,ads,True
2695,2024-06-26,UK,low,organic,True
2696,2023-03-23,UK,medium,ads,True
2697,2023-10-05,UK,medium,ads,True
2698,2024-03-06,Canada,medium,organic,True
2699,2022-11-23,UK,low,referral,True
2700,2022-12-08,USA,medium,organic,True
2701,2024-11-03,USA,medium,email,True
2702,2024-04-16,Canada,low,ads,True
2703,2023-12-12,Germany,medium,ads,True
2704,2024-02-20,USA,medium,organic,True
2705,2021-01-11,UK,low,social,True
2706,2024-01-24,USA,low,organic,True
2707,2023-09-13,Spain,medium,ads,True
2708,2023-11-04,USA,low,organic,True
2709,2023-03-20,UK,medium,organic,True
2710,2021-09-18,UK,low,organic,True
2711,2022-06-22,USA,low,organic,True
2712,2024-11-23,Australia,high,email,True
2713,2023-05-12,Spain,low,organic,True
2714,2023-07-17,Canada,medium,organic,True
2715,2021-05-05,Australia,low,email,False
2716,2021-02-27,Germany,low,organic,True
2717,2024-04-11,UK,low,organic,False
2718,2023-10-25,USA,low,ads,False
2719,2023-09-12,UK,low,ads,True
2720,2022-10-01,Germany,low,referral,True
2721,2024-05-03,USA,low,ads,True
2722,2022-05-05,USA,high,ads,True
2723,2022-06-16,UK,medium,organic,True
2724,2023-07-10,UK,low,organic,True
2725,2022-12-21,Australia,low,organic,True
2726,2022-10-10,USA,medium,organic,True
2727,2024-02-18,France,medium,referral,True
2728,2024-02-23,Brazil,low,ads,True
2729,2024-07-10,Mexico,low,organic,True
2730,2023-05-21,USA,low,organic,True
2731,2021-08-08,UK,low,organic,True
2732,2022-12-01,USA,low,ads,True
2733,2024-12-18,France,low,ads,True
2734,2024-01-02,USA,low,referral,True
2735,2024-04-05,Canada,high,email,True
2736,2020-04-29,USA,medium,ads,True
2737,2023-09-26,USA,medium,ads,True
2738,2021-02-26,Canada,low,referral,False
2739,2023-12-03,USA,low,organic,False
2740,2024-10-19,Canada,low,ads,False
2741,2024-12-06,UK,high,email,True
2742,2023-10-28,Canada,low,ads,True
2743,2023-07-06,UK,medium,ads,False
2744,2024-11-17,Germany,low,ads,True
